id,institutionCode,collectionCode,ownerInstitutionCode,collectionID,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,rights,rightsHolder,accessRights,recordID,references
20007516,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,c130ec76-7791-4f75-8c45-7f1a96ff9856,2751909,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"F. K. Vreeland",,,1900,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation",,,,,,,,,,,sheet,"United States of America",Colorado,,,,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:c8e80946-b180-45b5-828e-635d6228f020,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=20007516
20008353,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,b70838b7-30f8-476b-8208-8ccd88dd3884,03195742,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"I. W. Clokey",,,1920,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceProtocol, georeferenceSources",,,,,,,,,,,sheet,"United States of America",Colorado,"Teller Co.",,,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:c1ea5fd3-4e11-48b6-8686-24f825826e3c,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=20008353
21349202,ASC,,,17a53c97-835b-409e-8a9a-c9a7307a4965,PreservedSpecimen,e22f0b2b-be8c-49e1-9b00-b3a865a2f7fd,ASC00066765,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,"H.D. Hammond",,,,,,,"S. Holiday",,,1996,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, recordNumber, locality, minimumElevationInMeters, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, georeferenceRemarks, georeferencedBy, georeferenceSources, georeferenceVerificationStatus",,,,,,,,,,,,"United States",Colorado,"La Plata",,,,,,,,,,,,,,,,,,,,,en,jjc422,"2022-02-12 13:11:19",http://creativecommons.org/licenses/by/3.0/,"Deaver Herbarium",,urn:uuid:e22f0b2b-be8c-49e1-9b00-b3a865a2f7fd,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=21349202
21939826,UNCC,,,827097ef-52b6-4bfc-bdea-45e382fde5b1,PreservedSpecimen,,UNCC_36279,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"United States",Colorado,"San Juan",,,,,,,,,,,,,,,,,,,,,,CBSVol,"2020-06-22 16:16:31",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:79e5d8ad-6387-46d0-854a-c9a56fa83f46,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=21939826
23793783,Harvard,GH,,urn:lsid:biocol.org:col:15631,PreservedSpecimen,163911d2-f6de-4f6a-bf5a-db1d0695dd1c,01660224,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"F. W. Hunnewell",,,1914,,,,,,,,3082,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, habitat",,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,undetermined,,Sheet,"United States of America",Colorado,"Larimer County",,,,,,,,,,,,,,,,,,,,"in collection",en,,"2020-05-28 19:44:49",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:dda64fc7-f842-4a10-9e7c-d2a74cc12a1f,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23793783
23793784,Harvard,GH,,urn:lsid:biocol.org:col:15631,PreservedSpecimen,d37ded1b-00e8-4d50-94cb-1a21a29a1796,01660225,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"I. W. Clokey",,,1920,,,,,,,,3771,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, habitat",,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,undetermined,,Sheet,"United States of America",Colorado,"Teller County",,,,,,,,,,,,,,,,,,,,"in collection",en,,"2020-05-28 19:47:13",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:13ae175d-9b09-4839-b535-c9143f92b7d0,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23793784
23793785,Harvard,GH,,urn:lsid:biocol.org:col:15631,PreservedSpecimen,6d6f2c24-9bd2-415c-a81a-cf3b50c5d613,01660226,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"R. W. Woodward",,,1881,0,0,,,,,,,,"field values redacted: eventDate, verbatimEventDate, locality",,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,undetermined,,Sheet,"United States of America",Colorado,,,,,,,,,,,,,,,,,,,,,"in collection",en,,"2020-05-28 19:47:42",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:65a41511-95a0-410d-87b0-b70b458433ea,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23793785
23793786,Harvard,GH,,urn:lsid:biocol.org:col:15631,PreservedSpecimen,c5102bf4-faa9-457d-8e2e-47890d0adc67,01660227,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"E. L. Greene",,,1870,,,,,,,,19,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, verbatimElevation, habitat",,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,undetermined,,Sheet,"United States of America",Colorado,,,,,,,,,,,,,,,0,,,,,,"in collection",en,,"2020-05-28 19:59:03",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:a1d92fe8-479d-4fd8-b958-1750ffca9b56,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23793786
23793787,Harvard,GH,,urn:lsid:biocol.org:col:15631,PreservedSpecimen,4b0bc898-79a5-4158-b6b4-030eecc54ed6,01660228,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"T. C. Porter",,,1892,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, locality",,"{""huh_taxonomic_group"": ""Vascular"", ""huh_project_id"": 7, ""huh_project_name"": ""US and Canada - Mass Digitization""}",,,,NotDetermined,,,undetermined,,Sheet,"United States of America",Colorado,"El Paso County","Colorado Springs",,,,,,,,,,,,,,,,,,,"in collection",en,,"2020-05-28 19:59:37",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:58dc1eda-036f-41a8-a9c6-6d55ca063b1a,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=23793787
24174924,UNM,"Vascular Plants",,274317fa-b413-42b6-bb9a-cfe8f2e54962,PreservedSpecimen,02eca249-3ebb-4503-9223-6786d51803af,UNM0137222,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,"R. Sivinski",,,,,,,"Robert C. Sivinski",,,2019,,,,,,"Several plants, but only one with open flowers. All others in bud.",,,,"field values redacted: eventDate, month, day, startDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, coordinateUncertaintyInMeters, verbatimCoordinates, habitat",,,,,"Senecio triangularis, Heracleum maximum, Aconitum columbianum",,,,,,,USA,"New Mexico",Taos,,,,,,,,,,,,,,,,,,,,,,bsivinski,"2022-02-28 13:42:17",http://creativecommons.org/licenses/by-nc/3.0/,,,urn:uuid:02eca249-3ebb-4503-9223-6786d51803af,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24174924
24639351,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,8ba1a0ce-6db1-4204-b122-0bff984965c1,02751898,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"F. E. Clements",,,1896,0,0,,,,,,,,"field values redacted: eventDate, verbatimEventDate, recordNumber, locality",,,,,,,,,,,sheet,"United States of America",Colorado,,,,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:1aa2aa5c-f925-4d41-9bce-e78e4fff407d,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24639351
24639352,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,e35f75fd-6957-476f-af2b-a414853e9605,2751899,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"H. H. Rusby",,,1909,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceProtocol, georeferenceSources",,,,,,,,,,,sheet,"United States of America",Colorado,"Las Animas Co.",Wootton,,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:8162e56f-0811-4481-911c-aaa2b3432d45,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24639352
24639353,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,cc7c0131-f203-43c2-94f9-a97a04693a33,2751901,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"C. L. Shear",,,1896,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceProtocol, georeferenceSources",,,,,,,,,,,sheet,"United States of America",Colorado,"Huerfano Co.","La Veta",,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:261b4292-5fae-4585-b4ff-b6e982f05b85,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24639353
24639354,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,72c5f4d9-5b36-4c42-8a14-cf30fee6b4d8,2751902,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"S. L. Clarke",,,1895,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceProtocol, georeferenceSources",,,,,,,,,,,sheet,"United States of America",Colorado,"El Paso Co.","Colorado Springs",,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:fea0ae5a-719d-4782-982e-8bd17e983e7a,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24639354
24651698,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,4575aa91-8e81-4fc0-a1e1-5cef23b6280a,03195743,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,"M. J. Warnock",1979,,,,,,"D. B. Dunn",,,1963,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation",,,,,,,,,,,sheet,"United States of America",Colorado,"Saguache Co.",,,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:e1a369f2-81df-4f72-85c8-0d00891748d8,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24651698
24694800,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,6ebffd40-d13a-4f0f-8654-5dbad94cc0c7,2751907,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"F. Beckwith",,,1917,,0,,,,,,,,"field values redacted: eventDate, month, verbatimEventDate, recordNumber, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceProtocol, georeferenceSources",,,,,,,,,,,sheet,"United States of America",Colorado,"Las Animas Co.",Tercio,,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:a8a6c988-4946-40f5-95fb-bdadf3092ac5,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24694800
24718021,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,522d8d13-54b6-4514-bb59-a6e53a240bd7,2751903,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"E. L. Johnston",,,1910,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceProtocol, georeferenceSources",,,,,,,,,,,sheet,"United States of America",Colorado,,,,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:67e9a426-8457-47f6-b4e7-428d94531420,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=24718021
27118539,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,c27bbf0f-eb96-4d8b-8b7e-5043a20e517a,2751906,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"J. Murdoch",,,1911,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation, decimalLatitude, decimalLongitude, geodeticDatum, georeferenceProtocol, georeferenceSources",,,,,,,,,,,sheet,"United States of America",Colorado,"Mineral Co.",,,,,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:46539ad9-b5cd-4379-886f-9e80061a1a26,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=27118539
27118540,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,95610fc8-039d-4876-8d16-3c284e6540e9,2751914,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"E. O. Wooton",,,1910,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation",,,,,,,,,,,sheet,"United States of America","New Mexico",,,,"[US & Canada]",,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:c1085c73-a85c-41ff-9912-2ebdd1724c8a,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=27118540
29089988,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,e41108b7-0fcd-475a-94d2-6e9d1b37cf1b,2751916,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"E. O. Wooton",,,1895,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation",,,,,,,,,,,sheet,"United States of America","New Mexico","Lincoln Co.",,,"[US & Canada]",,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:60e595ff-8221-41ad-bd74-a20ca4240870,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=29089988
29090408,NY,,,b39167b5-1732-4bbf-aeda-9b8ede470fbd,PreservedSpecimen,e3864fae-a552-4524-8fe4-99f98b0d200b,2751915,,Plantae|Magnoliophyta|Eudicots|Ranunculales|Ranunculaceae|Delphinium,Plantae,Magnoliophyta,,Ranunculales,Ranunculaceae,"Delphinium robustum",18142,Rydb.,Delphinium,,robustum,,,Species,,,,,,,,"E. O. Wooton",,,1910,,,,,,,,,,"field values redacted: eventDate, month, day, startDayOfYear, endDayOfYear, verbatimEventDate, recordNumber, locality, minimumElevationInMeters, verbatimElevation",,,,,,,,,,,sheet,"United States of America","New Mexico",,,,"[US & Canada]",,,,,,,,,,,,,,,,,,en,,"2022-03-04 14:29:29",http://creativecommons.org/licenses/by/3.0/,,,urn:uuid:d8e3d35c-6234-4c81-b6b5-b486142dcc69,https://www.soroherbaria.org/portal/collections/individual/index.php?occid=29090408
